gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue
2634376414;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/47171704;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus inornatus;;;;;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;;;31350.0;;;;;;2013-05-03T13:07:00;3;5;2013;6163867;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;47171704;;Brandon Sideleau;2020-05-24T20:13:38;CC_BY_NC_4_0;Brandon Sideleau;Brandon Sideleau;;;2021-09-19T04:26:16.006Z;StillImage;
2633642722;040c5662-da76-4782-a48e-cdea1892d14c;http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBGC18254-19;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;UNRANKED;BOLD:AAG8549;BOLD:AAG8549;;IN;;;PRESENT;;b3bf3a83-1f68-4541-a03f-330d30d567f5;;;;;;;;;;;;;10208511;2433395;MATERIAL_SAMPLE;;;;;;;CC_BY_4_0;Barcode of Life Datasystems;;;;2021-09-15T13:43:38.613Z;;
2633619756;040c5662-da76-4782-a48e-cdea1892d14c;http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBGC18248-19;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;UNRANKED;BOLD:AAG8549;BOLD:AAG8549;;IN;;;PRESENT;;b3bf3a83-1f68-4541-a03f-330d30d567f5;;;;;;;;;;;;;10208511;2433395;MATERIAL_SAMPLE;;;;;;;CC_BY_4_0;Barcode of Life Datasystems;;;;2021-09-15T13:43:40.238Z;;
2633571894;040c5662-da76-4782-a48e-cdea1892d14c;http://bins.boldsystems.org/index.php/Public_RecordView?processid=ZSIWF032-19;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;IN;;;PRESENT;;b3bf3a83-1f68-4541-a03f-330d30d567f5;;;;;;;;;;;;;2433395;2433395;MATERIAL_SAMPLE;;;MT-712;;;;CC_BY_4_0;Barcode of Life Datasystems;;;;2021-09-15T13:43:33.363Z;;
2633176694;040c5662-da76-4782-a48e-cdea1892d14c;http://bins.boldsystems.org/index.php/Public_RecordView?processid=GBGC18250-19;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;UNRANKED;BOLD:AAG8549;BOLD:AAG8549;;IN;;;PRESENT;;b3bf3a83-1f68-4541-a03f-330d30d567f5;;;;;;;;;;;;;10208511;2433395;MATERIAL_SAMPLE;;;;;;;CC_BY_4_0;Barcode of Life Datasystems;;;;2021-09-15T13:41:58.861Z;;
2619873468;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/38831804;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;IN;;Rajasthan;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;25.14488;73.150037;30003.0;;;;;;2020-02-18T11:14:31;18;2;2020;2433395;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;38831804;;;;CC_BY_NC_4_0;K S Gopi Sundar;K S Gopi Sundar;;;2021-09-19T04:25:52.578Z;StillImage;COORDINATE_ROUNDED
2618701389;29f4379a-6f76-4fef-bad7-bea550af9e16;MZS Mam03627;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;;IN;;;PRESENT;;609d49d0-78fe-11dd-b871-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;Musée Zoologique de la ville de Strasbourg;Mammal osteology;MZS Mam03627;;;;CC_BY_4_0;;Pougnet Eugène;;;2021-09-15T08:25:42.080Z;;INSTITUTION_MATCH_NONE
2618701385;29f4379a-6f76-4fef-bad7-bea550af9e16;MZS Mam03628;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus Shaw, 1791;;IN;;;PRESENT;;609d49d0-78fe-11dd-b871-b8a03c50a862;;;;;;;;;;;;;2433395;2433395;PRESERVED_SPECIMEN;Musée Zoologique de la ville de Strasbourg;Mammal osteology;MZS Mam03628;;;;CC_BY_4_0;;Pougnet Eugène;;;2021-09-15T08:25:42.081Z;;INSTITUTION_MATCH_NONE
2610939121;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/44362806;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus inornatus;;LK;;Anuradhapura;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;8.380891;80.098398;31287.0;;;;;;2015-06-20T17:51:00;20;6;2015;6163867;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;44362806;;Nuwan Chathuranga;2020-04-30T13:11:21;CC_BY_NC_4_0;Nuwan Chathuranga;Nuwan Chathuranga;;;2021-09-19T05:10:07.601Z;;COORDINATE_ROUNDED
2609121298;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/42361703;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;IN;;Rajasthan;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;25.894923;76.291145;29913.0;;;;;;2014-12-03T21:23:00;3;12;2014;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;42361703;;leithallb;2020-04-17T01:31:24;CC_BY_NC_4_0;leithallb;leithallb;;;2021-09-19T05:09:30.886Z;StillImage;COORDINATE_ROUNDED
2598681694;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1724233;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;22.334513;80.611511;;;;;;;2014-06-06T00:00:00;6;6;2014;2433395;2433395;HUMAN_OBSERVATION;;;1724233;;Rujuta Vinod|Thomas Vattakaven;;CC_BY_4_0;;Rujuta Vinod;;;2021-09-18T01:48:10.527Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598680802;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/325237;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;20.199057;79.414673;;;;;;;2013-06-05T00:00:00;5;6;2013;2433395;2433395;HUMAN_OBSERVATION;;;325237;;Aditya Nayak|Mohd Shahnawaz Khan|Ravi Vaidyanathan|Rohit George|R Prabhakar|Thomas Vattakaven;;CC_BY_4_0;;Samir Gulavane;;;2021-09-18T01:48:10.142Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598680629;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1812549;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;20.248383;79.360687;;;;;;;2016-03-31T00:00:00;31;3;2016;2433395;2433395;HUMAN_OBSERVATION;;;1812549;;Harshith JV|Thomas Vattakaven;;CC_BY_4_0;;Harshith JV;;;2021-09-18T01:48:10.078Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598674664;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1740759;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;22.334406;80.610023;;;;;;;2008-03-06T00:00:00;6;3;2008;2433395;2433395;HUMAN_OBSERVATION;;;1740759;;T R Shankar Raman|V.Arun;;CC_BY_4_0;;T R Shankar Raman;;;2021-09-18T01:48:07.915Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598673663;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1744166;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;21.24807;79.986404;;;;;;;2017-04-07T00:00:00;7;4;2017;2433395;2433395;HUMAN_OBSERVATION;;;1744166;;Shashikumar|Thomas Vattakaven|Vishal chouk;;CC_BY_4_0;;Vishal chouk;;;2021-09-18T01:48:11.275Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598671648;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1724235;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;22.334513;80.611511;;;;;;;2014-06-07T00:00:00;7;6;2014;2433395;2433395;HUMAN_OBSERVATION;;;1724235;;Rujuta Vinod|Thomas Vattakaven;;CC_BY_4_0;;Rujuta Vinod;;;2021-09-18T01:48:10.528Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598671346;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/324943;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;12.393391;77.863541;;;;;;;2011-07-17T00:00:00;17;7;2011;2433395;2433395;HUMAN_OBSERVATION;;;324943;;George Tom|Thomas Vattakaven;;CC_BY_4_0;;George Tom;;;2021-09-18T01:48:08.254Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598670802;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/273827;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;11.572177;76.642715;;;;;;;2013-04-14T00:00:00;14;4;2013;2433395;2433395;HUMAN_OBSERVATION;;;273827;;Prajwal Rajappa|Rohit George|R Prabhakar|Thomas Vattakaven;;CC_BY_4_0;;Prajwal Rajappa;;;2021-09-18T01:48:13.552Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598667309;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/355470;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;11.546298;76.711907;;;;;;;2014-10-10T00:00:00;10;10;2014;2433395;2433395;HUMAN_OBSERVATION;;;355470;;Aravind Madhyastha|Siddarth Jude Machado;;CC_BY_4_0;;Siddarth Jude Machado;;;2021-09-18T01:48:11.616Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598666866;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/353069;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;15.265473;76.63805;;;;;;;2013-07-27T00:00:00;27;7;2013;2433395;2433395;HUMAN_OBSERVATION;;;353069;;Bikash R Das|Rohit George;;CC_BY_4_0;;Bikash R Das;;;2021-09-18T01:48:06.715Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598666418;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/325344;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;8.530556;77.433334;;;;;;;2012-04-17T00:00:00;17;4;2012;2433395;2433395;HUMAN_OBSERVATION;;;325344;;Kalloli Dutta|Rohit George;;CC_BY_4_0;;Kalloli Dutta;;;2021-09-18T01:48:10.074Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598663651;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1724234;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;22.334513;80.611511;;;;;;;2014-06-07T00:00:00;7;6;2014;2433395;2433395;HUMAN_OBSERVATION;;;1724234;;Rujuta Vinod|Thomas Vattakaven;;CC_BY_4_0;;Rujuta Vinod;;;2021-09-18T01:48:10.527Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598662488;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1819956;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;24.565063;72.750969;;;;;;;2016-09-24T00:00:00;24;9;2016;2433395;2433395;HUMAN_OBSERVATION;;;1819956;;Jon|Thomas Vattakaven;;CC_BY_4_0;;Jon;;;2021-09-18T01:48:15.854Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2598657870;c6b86c40-ff71-4e5e-902c-111f400d0d56;https://indiabiodiversity.org/observation/show/1819936;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus (Shaw, 1791);;IN;;;PRESENT;;62431bdf-fa0c-452b-afce-be14884a47ff;24.562416;72.773163;;;;;;;2016-09-25T00:00:00;25;9;2016;2433395;2433395;HUMAN_OBSERVATION;;;1819936;;Jon|Thomas Vattakaven;;CC_BY_4_0;;Jon;;;2021-09-18T01:48:15.807Z;StillImage;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES"
2597852345;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41437829;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;NP;;Central;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;27.558087;84.484988;29727.0;;;;;;2011-04-14T17:58:00;14;4;2011;2433395;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;41437829;;M. A. Naturalist;2020-04-05T13:05:11;CC_BY_NC_4_0;M. A. Naturalist;M. A. Naturalist;;;2021-09-19T05:09:54.223Z;StillImage;COORDINATE_ROUNDED
2597820566;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41554513;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;IN;;Madhya Pradesh;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;22.411826;78.275287;30278.0;;;;;;2014-12-02T03:52:00;2;12;2014;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;41554513;;Leonardo Sueza;2020-04-08T18:54:03;CC_BY_NC_4_0;janconl;janconl;;;2021-09-19T05:09:00.866Z;StillImage;COORDINATE_ROUNDED
2596157063;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41181387;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus inornatus;;LK;;Hambantota;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;6.370364;81.382937;31356.0;;;;;;2018-06-04T12:49:00;4;6;2018;6163867;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;41181387;;janconl;2020-04-01T19:05:38;CC_BY_NC_4_0;janconl;janconl;;;2021-09-19T04:26:08.350Z;StillImage;COORDINATE_ROUNDED
2579218405;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/39828258;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;IN;;Rajasthan;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;26.089038;76.598385;29891.0;;;;;;2020-02-12T00:00:00;12;2;2020;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;39828258;;Michal Sloviak;2020-03-11T07:59:16;CC_BY_NC_4_0;abcdefgewing;abcdefgewing;;;2021-09-19T05:09:27.382Z;StillImage;COORDINATE_ROUNDED
2576429742;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/39454899;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;IN;;Rajasthan;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;25.962611;76.47799;29913.0;;;;;;2020-02-27T17:22:18;27;2;2020;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;39454899;;Garv S;2020-05-06T09:53:03;CC_BY_4_0;John Brew;John Brew;;;2021-09-19T05:09:35.190Z;StillImage;COORDINATE_ROUNDED
2570360930;a307e4d7-1de2-4adc-95d5-a0a8d5f57236;NMR999000000153;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Ursus ursinus (Shaw, 1791);Ursus ursinus Cuvier, 1823;;;locality not ascertained;;PRESENT;1;3ead5cf3-2840-482e-bbd9-76380825be63;;;;;;;;;1995-10-01T00:00:00;;10;1995;9335260;2433395;PRESERVED_SPECIMEN;NMR;NMR Collection;NMR999000000153;;;;CC_BY_4_0;Natural History Museum Rotterdam;;;;2021-09-15T23:04:47.189Z;StillImage;
2563495755;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/37691753;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus inornatus;;LK;;Hambantota;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;6.545715;81.423301;31350.0;;;;;;2013-10-05T03:05:00;5;10;2013;6163867;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;37691753;;Daniel Krsek;2020-01-17T22:26:58;CC0_1_0;Daniel Krsek;Daniel Krsek;;;2021-09-19T05:09:27.269Z;StillImage;COORDINATE_ROUNDED
2562098273;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus subsp. inornatus;;LK;Yala National Park;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;6.427213;81.572113;250.0;;;;;;2020-01-07T00:00:00;7;1;2020;6163867;2433395;HUMAN_OBSERVATION;naturgucker;naturgucker;426526669;;;;CC_BY_4_0;;-1887946690;;;2021-09-15T20:31:38.907Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
2562098234;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus subsp. inornatus;;LK;Wilpattu Nationalpark;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;8.304509;80.149467;250.0;;;;;;2019-12-25T00:00:00;25;12;2019;6163867;2433395;HUMAN_OBSERVATION;naturgucker;naturgucker;-1798148621;;;;CC_BY_4_0;;-1887946690;;;2021-09-15T20:31:08.776Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
2550128381;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/37337723;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;NP;;Central;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;27.486906;84.472525;29727.0;;;;;;2020-01-06T16:51:00;6;1;2020;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;37337723;;Michal Sloviak;2020-01-06T17:39:47;CC_BY_4_0;datadan;datadan;;;2021-09-19T05:10:01.383Z;StillImage;COORDINATE_ROUNDED
2550125437;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/37367222;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;inornatus;SUBSPECIES;Melursus ursinus inornatus Pucheran, 1855;Melursus ursinus inornatus;;LK;;Hambantota;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;6.155705;80.76869;31362.0;;;;;;2018-07-12T23:09:47;12;7;2018;6163867;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;37367222;;richman;2020-01-07T12:41:30;CC_BY_NC_4_0;richman;richman;;;2021-09-19T04:25:51.906Z;StillImage;COORDINATE_ROUNDED
2543073068;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/37123824;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;LK;;Hambantota;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;6.501812;81.440859;31350.0;;;;;;2016-03-05T13:35:00;5;3;2016;2433395;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;37123824;;Rob C. H. M. Oudejans;2019-12-31T07:45:34;CC_BY_NC_4_0;Rob C. H. M. Oudejans;Rob C. H. M. Oudejans;;;2021-09-19T05:09:42.043Z;StillImage;COORDINATE_ROUNDED
2541222306;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;LK;UTM50_44N_0450_0750;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;7.011263;80.773651;250.0;;;;;;2019-11-29T00:00:00;29;11;2019;2433395;2433395;HUMAN_OBSERVATION;naturgucker;naturgucker;2093967981;;;;CC_BY_4_0;;-991706143;;;2021-09-15T20:31:51.721Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
2465286023;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/36329428;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;ursinus;SUBSPECIES;Melursus ursinus ursinus;Melursus ursinus ursinus;;NP;;Central;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;27.595105;84.580129;29727.0;;;;;;2018-03-25T16:23:00;25;3;2018;7059318;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;36329428;;Michal Sloviak;2019-12-04T11:23:22;CC_BY_NC_4_0;M. van Dijk;M. van Dijk;;;2021-09-19T04:25:46.204Z;StillImage;COORDINATE_ROUNDED
2460012486;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/35822586;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;LK;;Hambantota;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;6.205938;81.548866;31356.0;;;;;;2018-07-02T00:00:00;2;7;2018;2433395;2433395;HUMAN_OBSERVATION;iNaturalist;Observations;35822586;;virgile_noble;2019-11-18T18:17:08;CC_BY_NC_4_0;virgile_noble;virgile_noble;;;2021-09-19T04:25:41.206Z;StillImage;COORDINATE_ROUNDED
2459008178;6ac3f774-d9fb-4796-b3e9-92bf6c81c084;;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus ursinus;;SPECIES;Melursus ursinus (Shaw, 1791);Melursus ursinus;;NP;Chitwan NP;;PRESENT;;bb646dff-a905-4403-a49b-6d378c2cf0d9;27.468269;84.47963;250.0;;;;;;1996-12-04T00:00:00;4;12;1996;2433395;2433395;HUMAN_OBSERVATION;naturgucker;naturgucker;791216107;;;;CC_BY_4_0;;323595770;;;2021-09-15T20:31:38.001Z;;"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84"
